time,diameter_km,mean_precip,area_km2,frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time.1,timestr,latitude,longitude,area,date,cell,time_cell,cell_parent_track_id,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge,Merge,Split,Both,Free
2021-07-28 10:30:00,4.731321163986272,25.2,17.58145201297579,4,183,483.2957920845105,39.85705447450109,16,5.0,221,2021-07-28 10:30:00,2021-07-28 10:30:00,27.16204207915871,-97.59643038107964,,2021-07-28,171,0 days 00:00:00,10,3,False,False,,,,Free
2021-07-28 10:45:00,6.116965545170126,42.311108,29.38745315877017,5,126,379.8141750717003,118.58090129577342,27,5.0,242,2021-07-28 10:45:00,2021-07-28 10:45:00,28.19685824928697,-96.80919193536312,,2021-07-28,188,0 days 00:00:00,11,3,False,False,,,,Free
2021-07-28 10:45:00,7.933879689321173,30.506668,49.43802380699388,5,133,480.9254225556061,96.3148632019699,45,5.0,247,2021-07-28 10:45:00,2021-07-28 10:45:00,27.18574577444776,-97.03185230993842,,2021-07-28,170,0 days 00:15:00,9,8,False,False,,,,Free
2021-07-28 10:45:00,6.478592021221206,36.800003,32.96485311894817,5,134,483.201257859988,41.26624737333962,30,5.0,248,2021-07-28 10:45:00,2021-07-28 10:45:00,27.162987421403933,-97.58233845249396,,2021-07-28,171,0 days 00:15:00,10,3,False,False,,,,Free
2021-07-28 11:00:00,5.886099413309281,42.24,27.21103538342139,6,123,379.2305048306165,118.44403868795436,25,5.0,269,2021-07-28 11:00:00,2021-07-28 11:00:00,28.20269495169781,-96.8105605614022,,2021-07-28,188,0 days 00:15:00,11,3,False,False,,,,Free
2021-07-28 11:00:00,7.385534618113061,49.230774,42.84042372143898,6,127,479.1290434800516,96.72440578512492,39,5.0,273,2021-07-28 11:00:00,2021-07-28 11:00:00,27.203709565203305,-97.02775688422388,,2021-07-28,170,0 days 00:30:00,9,8,False,False,,,,Free
2021-07-28 11:00:00,4.876983982567036,11.858824,18.68067392704392,6,128,483.31903945209694,42.32246998032208,17,5.0,274,2021-07-28 11:00:00,2021-07-28 11:00:00,27.161809605482844,-97.57177622672594,,2021-07-28,171,0 days 00:30:00,10,3,False,False,,,,Free
2021-07-28 11:15:00,11.627989421040636,131.55919,106.19379403893474,7,112,332.3336504658509,340.91184248990174,98,5.0,290,2021-07-28 11:15:00,2021-07-28 11:15:00,28.67166349534554,-94.58588258695534,,2021-07-28,219,0 days 00:00:00,12,3,False,False,,,,Free
2021-07-28 11:15:00,4.078321530242834,12.0,13.063297140603575,7,121,381.17380951651097,119.2142857223952,12,5.0,299,2021-07-28 11:15:00,2021-07-28 11:15:00,28.183261904838865,-96.80285809127793,,2021-07-28,188,0 days 00:30:00,11,3,False,False,,,,Free
2021-07-28 11:15:00,1.667873605757248,9.6,2.1848224682342123,7,123,418.5,200.0,2,5.0,300,2021-07-28 11:15:00,2021-07-28 11:15:00,27.81000000000392,-95.99500097158727,,2021-07-28,228,0 days 00:00:00,13,5,False,False,,,,Free
2021-07-28 11:15:00,9.534591979333712,101.464615,71.39932512171856,7,127,479.6725463226038,96.24812607774952,65,5.0,304,2021-07-28 11:15:00,2021-07-28 11:15:00,27.19827453677778,-97.03251968116156,,2021-07-28,170,0 days 00:45:00,9,8,False,False,,,,Free
2021-07-28 11:30:00,42.836103827255165,171.31367,1441.152058689047,8,136,279.0643700784959,445.8203364394168,1343,5.0,314,2021-07-28 11:30:00,2021-07-28 11:30:00,29.20435629921917,-93.53679767743898,,2021-07-28,239,0 days 00:00:00,15,4,False,False,,,,Free
2021-07-28 11:30:00,20.516967764400626,99.07451,330.6101887787441,8,139,304.31919710017576,384.7121891850575,308,5.0,316,2021-07-28 11:30:00,2021-07-28 11:30:00,28.951808029002336,-94.14787913252025,,2021-07-28,240,0 days 00:00:00,16,4,False,False,,,,Free
2021-07-28 11:30:00,14.764752689717204,151.29114,171.21516755423707,8,141,333.1075024206889,339.4375086490146,160,5.0,318,2021-07-28 11:30:00,2021-07-28 11:30:00,28.66392497579716,-94.6006259249429,,2021-07-28,219,0 days 00:15:00,12,3,False,False,,,,Free
2021-07-28 11:30:00,5.757535092523374,33.2,26.03532892039829,8,145,344.1220449000846,298.8026004696919,24,5.0,321,2021-07-28 11:30:00,2021-07-28 11:30:00,28.553779551003185,-95.00697499512428,,2021-07-28,243,0 days 00:00:00,17,4,False,False,,,,Free
2021-07-28 11:30:00,5.402326981086462,18.285715,22.921952849528683,8,151,411.0930640416147,72.04828794533094,26,5.0,326,2021-07-28 11:30:00,2021-07-28 11:30:00,27.88406935958778,-97.27451805557035,,2021-07-28,248,0 days 00:00:00,18,4,False,False,,,,Free
2021-07-28 11:30:00,1.667873605757248,9.6,2.1848224682342123,8,153,418.5,200.0,2,5.0,328,2021-07-28 11:30:00,2021-07-28 11:30:00,27.81000000000392,-95.99500097158727,,2021-07-28,228,0 days 00:15:00,13,5,False,False,,,,Free
2021-07-28 11:30:00,12.289891730722246,130.22223,118.62766859341622,8,162,479.2248839972604,96.54171964590996,110,5.0,337,2021-07-28 11:30:00,2021-07-28 11:30:00,27.202751160031216,-97.02958374556384,,2021-07-28,170,0 days 01:00:00,9,8,False,False,,,,Free
2021-07-28 11:45:00,42.57878068795574,150.2062,1423.889614777973,9,111,279.8611473125345,444.3210945385956,1322,5.0,345,2021-07-28 11:45:00,2021-07-28 11:45:00,29.19638852687879,-93.55179009601876,,2021-07-28,239,0 days 00:15:00,15,4,False,False,,,,Free
2021-07-28 11:45:00,16.16966959728468,113.98736,205.3488017761313,9,114,305.5940879582953,382.6331027351605,195,5.0,347,2021-07-28 11:45:00,2021-07-28 11:45:00,28.93905912042114,-94.16866999642508,,2021-07-28,240,0 days 00:15:00,16,4,False,False,,,,Free
2021-07-28 11:45:00,3.5186281630323912,22.4,9.723813716656064,9,116,301.6761786603432,259.3498759336039,10,5.0,349,2021-07-28 11:45:00,2021-07-28 11:45:00,28.978238213400665,-95.40150222921112,,2021-07-28,264,0 days 00:00:00,20,4,False,False,,,,Free
2021-07-28 11:45:00,19.936294200430897,104.26666,312.1610761224091,9,117,334.4361358171466,335.349689386961,288,5.0,350,2021-07-28 11:45:00,2021-07-28 11:45:00,28.650638641832582,-94.64150411639532,,2021-07-28,219,0 days 00:30:00,12,3,False,False,,,,Free
2021-07-28 11:45:00,9.475713664926978,48.000004,70.5202330786547,9,118,344.8249731575832,296.83434704565485,65,5.0,351,2021-07-28 11:45:00,2021-07-28 11:45:00,28.5467502684282,-95.02665752880222,,2021-07-28,243,0 days 00:15:00,17,4,False,False,,,,Free
2021-07-28 11:45:00,10.4103841148754,97.846146,85.11838786926191,9,122,409.6889950521255,69.48870671734169,80,5.0,355,2021-07-28 11:45:00,2021-07-28 11:45:00,27.898110049482675,-97.3001138671188,,2021-07-28,248,0 days 00:15:00,18,4,False,False,,,,Free
2021-07-28 11:45:00,4.412894807513416,9.599999,15.2945615479053,9,124,419.07142857142856,197.8571428571429,14,5.0,357,2021-07-28 11:45:00,2021-07-28 11:45:00,27.80428571428963,-96.0164295424035,,2021-07-28,228,0 days 00:30:00,13,5,False,False,,,,Free
2021-07-28 11:45:00,14.81723729878667,107.556694,172.43457609873562,9,132,478.6380726106223,96.55311909589958,168,5.0,364,2021-07-28 11:45:00,2021-07-28 11:45:00,27.2086192738976,-97.0294697510672,,2021-07-28,170,0 days 01:15:00,9,8,False,False,,,,Free
2021-07-28 11:45:00,1.6737366628158334,9.6,2.2002100296347464,9,135,496.0,114.5,2,5.0,367,2021-07-28 11:45:00,2021-07-28 11:45:00,27.035000000003794,-96.85000094715474,,2021-07-28,271,0 days 00:00:00,21,3,False,False,,,,Free
2021-07-28 12:00:00,38.55695292032917,138.07867,1167.6032406059971,10,134,281.6811971664718,443.4434480875991,1098,5.0,377,2021-07-28 12:00:00,2021-07-28 12:00:00,29.178188028339413,-93.56056656027788,,2021-07-28,239,0 days 00:30:00,15,4,False,False,,,,Free
2021-07-28 12:00:00,3.885697251567516,22.69091,11.858446584754722,10,135,278.6073997968174,286.02569372942014,11,5.0,378,2021-07-28 12:00:00,2021-07-28 12:00:00,29.20892600203596,-95.13474405887588,,2021-07-28,279,0 days 00:00:00,22,3,False,False,,,,Free
2021-07-28 12:00:00,16.99894186654235,84.38857,226.9518141947057,10,140,305.7917776328657,379.64208592910416,210,5.0,382,2021-07-28 12:00:00,2021-07-28 12:00:00,28.93708222367544,-94.19858016363094,,2021-07-28,240,0 days 00:30:00,16,4,False,False,,,,Free
2021-07-28 12:00:00,7.509763037493371,69.073166,44.29373962857263,10,141,301.2055576719074,257.1330034285771,41,5.0,383,2021-07-28 12:00:00,2021-07-28 12:00:00,28.982944423285023,-95.42367095362788,,2021-07-28,264,0 days 00:15:00,20,4,False,False,,,,Free
2021-07-28 12:00:00,10.512974577350343,52.2,86.80427412188465,10,146,346.32711866470595,294.90656785079415,80,5.0,387,2021-07-28 12:00:00,2021-07-28 12:00:00,28.53172881335697,-95.04593532019992,,2021-07-28,243,0 days 00:30:00,17,4,False,False,,,,Free
2021-07-28 12:00:00,9.908162111686549,140.89015,77.10385436691786,10,148,355.14908479282326,67.67915257743732,71,5.0,389,2021-07-28 12:00:00,2021-07-28 12:00:00,28.443509152075784,-97.31820940800075,,2021-07-28,286,0 days 00:00:00,23,4,False,False,,,,Free
2021-07-28 12:00:00,5.392050754114706,27.428568,22.8348321846982,10,151,368.8386411935337,89.82717623056531,21,5.0,392,2021-07-28 12:00:00,2021-07-28 12:00:00,28.306613588068657,-97.09672917779852,,2021-07-28,288,0 days 00:00:00,24,3,False,False,,,,Free
2021-07-28 12:00:00,12.74930568700804,106.99486,127.66238385612291,10,153,410.01054768565416,68.7560391032159,183,5.0,394,2021-07-28 12:00:00,2021-07-28 12:00:00,27.894894523147386,-97.30744054305067,,2021-07-28,248,0 days 00:30:00,18,4,False,False,,,,Free
2021-07-28 12:00:00,2.637151860428233,9.6,5.462106454136765,10,154,418.6,195.8,5,5.0,395,2021-07-28 12:00:00,2021-07-28 12:00:00,27.80900000000392,-96.03700097038706,,2021-07-28,228,0 days 00:45:00,13,5,False,False,,,,Free
2021-07-28 12:00:00,13.942346992360124,131.22302,152.67279472992402,10,158,479.4872613244442,97.0370931802394,139,5.0,399,2021-07-28 12:00:00,2021-07-28 12:00:00,27.200127386759377,-97.0246300103621,,2021-07-28,170,0 days 01:30:00,9,8,False,False,,,,Free
2021-07-28 12:00:00,5.2926314194707045,16.800001,22.00053199588224,10,163,495.2813559308336,114.36779660229298,20,5.0,404,2021-07-28 12:00:00,2021-07-28 12:00:00,27.04218644069546,-96.85132298109404,,2021-07-28,271,0 days 00:15:00,21,3,False,False,,,,Free
2021-07-28 12:15:00,2.5884751650762854,9.6,5.262327664831024,11,112,44.2,356.8,5,5.0,405,2021-07-28 12:15:00,2021-07-28 12:15:00,31.553000000004506,-94.42700101639456,,2021-07-28,294,0 days 00:00:00,25,3,False,False,,,,Free
2021-07-28 12:15:00,28.77216932264784,89.488556,650.1822307940566,11,116,285.64995891789005,443.8953263247058,804,5.0,409,2021-07-28 12:15:00,2021-07-28 12:15:00,29.138500410825223,-93.55604777803596,,2021-07-28,239,0 days 00:45:00,15,4,False,False,,,,Free
2021-07-28 12:15:00,6.730304585677747,92.218185,35.57618046289695,11,119,279.5735529107885,283.7765269731688,33,5.0,411,2021-07-28 12:15:00,2021-07-28 12:15:00,29.19926447089625,-95.15723572579566,,2021-07-28,279,0 days 00:15:00,22,3,False,False,,,,Free
2021-07-28 12:15:00,3.888344472456169,30.545458,11.874609769228682,11,121,292.56582633515285,328.1008403292877,12,5.0,413,2021-07-28 12:15:00,2021-07-28 12:15:00,29.069341736652586,-94.71399260490062,,2021-07-28,298,0 days 00:00:00,26,5,False,False,,,,Free
2021-07-28 12:15:00,9.741900477509688,124.10436,74.53791810514642,11,124,300.5881823375587,257.5442554359956,69,5.0,416,2021-07-28 12:15:00,2021-07-28 12:15:00,28.989118176628512,-95.41955843367124,,2021-07-28,264,0 days 00:30:00,20,4,False,False,,,,Free
2021-07-28 12:15:00,15.384631370705083,66.47442,185.89344274703188,11,126,305.54407202887126,375.7000831948433,172,5.0,417,2021-07-28 12:15:00,2021-07-28 12:15:00,28.93955927971538,-94.23800018984709,,2021-07-28,240,0 days 00:45:00,16,4,False,False,,,,Free
2021-07-28 12:15:00,9.105359500321676,50.560005,65.11545449002152,11,131,348.6609261053601,293.4024582220315,70,5.0,422,2021-07-28 12:15:00,2021-07-28 12:15:00,28.508390738950425,-95.06097641605773,,2021-07-28,243,0 days 00:45:00,17,4,False,False,,,,Free
2021-07-28 12:15:00,11.154045742783303,91.30667,97.713534697024,11,132,353.91871362514166,64.92806011463874,90,5.0,423,2021-07-28 12:15:00,2021-07-28 12:15:00,28.4558128637526,-97.3457203318426,,2021-07-28,286,0 days 00:15:00,23,4,False,False,,,,Free
2021-07-28 12:15:00,6.655926630142294,29.4,34.79420623481511,11,136,367.93007171984914,88.00332993066546,32,5.0,427,2021-07-28 12:15:00,2021-07-28 12:15:00,28.315699282805504,-97.11496764027636,,2021-07-28,288,0 days 00:15:00,24,3,False,False,,,,Free
2021-07-28 12:15:00,,,,11,139,409.78697339290505,67.64281782831075,195,5.0,430,2021-07-28 12:15:00,2021-07-28 12:15:00,27.89713026607488,-97.31857275548164,,2021-07-28,248,0 days 00:45:00,18,4,False,False,,,,Free
2021-07-28 12:15:00,2.3567958733894807,14.400001,4.362483722559082,11,140,400.8776595717698,45.87765957176982,4,5.0,431,2021-07-28 12:15:00,2021-07-28 12:15:00,27.98622340428625,-97.53622433182744,,2021-07-28,308,0 days 00:00:00,27,3,False,False,,,,Free
2021-07-28 12:15:00,3.335823957207615,9.6,8.739692008069753,11,141,419.0,194.0,8,5.0,432,2021-07-28 12:15:00,2021-07-28 12:15:00,27.805000000003915,-96.05500096987272,,2021-07-28,228,0 days 01:00:00,13,5,False,False,,,,Free
2021-07-28 12:15:00,13.69006572389556,57.743282,147.1976740744127,11,144,481.9874437437473,98.4044851170457,135,5.0,435,2021-07-28 12:15:00,2021-07-28 12:15:00,27.175125562566343,-97.0109560913848,,2021-07-28,170,0 days 01:45:00,9,8,False,False,,,,Free
2021-07-28 12:15:00,5.798036824561633,11.600001,26.40291150080892,11,147,496.0555555589004,112.88636363225864,24,5.0,438,2021-07-28 12:15:00,2021-07-28 12:15:00,27.03444444441479,-96.86613731037102,,2021-07-28,271,0 days 00:30:00,21,3,False,False,,,,Free
2021-07-28 12:30:00,1.637077898319197,9.6,2.104885962933748,12,144,43.66666666666666,355.0,3,5.0,440,2021-07-28 12:30:00,2021-07-28 12:30:00,31.558333333337835,-94.44500101588022,,2021-07-28,294,0 days 00:15:00,25,3,False,False,,,,Free
2021-07-28 12:30:00,4.830750777257346,32.752937,18.32817176348888,12,152,279.9618481962485,281.1335311372724,17,5.0,448,2021-07-28 12:30:00,2021-07-28 12:30:00,29.195381518041646,-95.18366568339934,,2021-07-28,279,0 days 00:30:00,22,3,False,False,,,,Free
2021-07-28 12:30:00,13.875211554112983,214.56001,151.2060291148398,12,156,299.6813186718555,258.4680486911061,140,5.0,452,2021-07-28 12:30:00,2021-07-28 12:30:00,28.998186813285542,-95.41032050138408,,2021-07-28,264,0 days 00:45:00,20,4,False,False,,,,Free
2021-07-28 12:30:00,7.598536378897517,76.11428,45.34712681535398,12,157,296.02973077951054,324.8504084861644,42,5.0,453,2021-07-28 12:30:00,2021-07-28 12:30:00,29.034702692209,-94.74649692240304,,2021-07-28,298,0 days 00:15:00,26,5,False,False,,,,Free
2021-07-28 12:30:00,9.901335889192463,74.23099,76.99764965358705,12,168,340.4738983607461,341.689831933498,71,5.0,462,2021-07-28 12:30:00,2021-07-28 12:30:00,28.59026101639658,-94.57810269274172,,2021-07-28,328,0 days 00:00:00,28,3,False,False,,,,Free
2021-07-28 12:30:00,11.756403000074451,41.376,108.55224538985576,12,171,351.43677148336263,60.834011411327424,100,5.0,465,2021-07-28 12:30:00,2021-07-28 12:30:00,28.4806322851704,-97.38666081770576,,2021-07-28,286,0 days 00:30:00,23,4,False,False,,,,Free
2021-07-28 12:30:00,3.9018974875422745,65.45454,11.957533102269077,12,175,365.7124811985254,86.64721803914522,11,5.0,469,2021-07-28 12:30:00,2021-07-28 12:30:00,28.337875188018742,-97.128528758804,,2021-07-28,288,0 days 00:30:00,24,3,False,False,,,,Free
2021-07-28 12:30:00,2.0410372092693145,19.2,3.2718375005297027,12,183,400.8920187761897,45.78403755237933,3,5.0,475,2021-07-28 12:30:00,2021-07-28 12:30:00,27.98607981224205,-97.5371605519946,,2021-07-28,308,0 days 00:15:00,27,3,False,False,,,,Free
2021-07-28 12:45:00,1.6371656181966845,9.6,2.105111542041246,13,113,45.0,353.5,2,5.0,480,2021-07-28 12:45:00,2021-07-28 12:45:00,31.5450000000045,-94.46000101545155,,2021-07-28,294,0 days 00:30:00,25,3,False,False,,,,Free
2021-07-28 12:45:00,3.305216587140019,14.400001,8.580048218795962,13,114,226.30585107057544,496.3776595717698,8,5.0,481,2021-07-28 12:45:00,2021-07-28 12:45:00,29.73194148929846,-93.03122446056273,,2021-07-28,339,0 days 00:00:00,29,5,False,False,,,,Free
2021-07-28 12:45:00,8.038961576084787,118.87658,50.756280300114135,13,125,297.6694816993011,321.61436416775194,47,5.0,491,2021-07-28 12:45:00,2021-07-28 12:45:00,29.01830518301109,-94.77885736466236,,2021-07-28,298,0 days 00:30:00,26,5,False,False,,,,Free
2021-07-28 12:45:00,3.107000550851848,9.599999,7.581803803463887,13,131,327.42857142857144,164.28571428571428,7,5.0,496,2021-07-28 12:45:00,2021-07-28 12:45:00,28.720714285718344,-96.35214381852438,,2021-07-28,350,0 days 00:00:00,30,4,False,False,,,,Free
2021-07-28 12:45:00,8.715611263797976,37.178185,59.66032080588767,13,132,343.07808790124534,339.36885519596547,55,5.0,497,2021-07-28 12:45:00,2021-07-28 12:45:00,28.56421912099158,-94.60131245945382,,2021-07-28,328,0 days 00:15:00,28,3,False,False,,,,Free
2021-07-28 12:45:00,3.8988329821882792,9.599999,11.938757860494334,13,136,349.0,59.27272727272727,11,5.0,501,2021-07-28 12:45:00,2021-07-28 12:45:00,28.505000000004024,-97.40227365864564,,2021-07-28,286,0 days 00:45:00,23,4,False,False,,,,Free
2021-07-28 12:45:00,6.029930779700668,21.784615,28.55712843536013,13,147,477.7121906615715,91.20164983554648,26,5.0,512,2021-07-28 12:45:00,2021-07-28 12:45:00,27.21787809338811,-97.08298444214148,,2021-07-28,361,0 days 00:00:00,31,6,False,False,,,,Free
2021-07-28 13:00:00,5.093829451981319,23.74737,20.37880349629682,14,103,227.10555868362985,496.0915216208483,19,5.0,518,2021-07-28 13:00:00,2021-07-28 13:00:00,29.72394441316792,-93.0340858399902,,2021-07-28,339,0 days 00:15:00,29,5,False,False,,,,Free
2021-07-28 13:00:00,10.488502066272671,101.759995,86.40061176947516,14,109,298.5772716661828,318.5922741285757,81,5.0,522,2021-07-28 13:00:00,2021-07-28 13:00:00,29.00922728334228,-94.80907826419052,,2021-07-28,298,0 days 00:45:00,26,5,False,False,,,,Free
2021-07-28 13:00:00,9.17089788111973,29.586885,66.05620151659717,14,112,325.68609143640174,161.87638349904685,61,5.0,525,2021-07-28 13:00:00,2021-07-28 13:00:00,28.738139085640043,-96.37623712570256,,2021-07-28,350,0 days 00:15:00,30,4,False,False,,,,Free
2021-07-28 13:00:00,8.873872893282616,71.24211,61.84666542266035,14,117,346.139943850482,336.2881508364128,57,5.0,528,2021-07-28 13:00:00,2021-07-28 13:00:00,28.53360056149921,-94.63211950216896,,2021-07-28,328,0 days 00:30:00,28,3,False,False,,,,Free
2021-07-28 13:00:00,9.050618519906829,182.07457,64.33486607574596,14,122,400.5223883496776,44.97626205367287,59,5.0,533,2021-07-28 13:00:00,2021-07-28 13:00:00,27.98977611650717,-97.54523830675085,,2021-07-28,308,0 days 00:45:00,27,3,False,False,,,,Free
2021-07-28 13:00:00,5.6711856263089135,26.713045,25.26024779943721,14,127,477.74649578646495,88.6940328462306,23,5.0,538,2021-07-28 13:00:00,2021-07-28 13:00:00,27.21753504213917,-97.10806061131808,,2021-07-28,361,0 days 00:15:00,31,6,False,False,,,,Free
2021-07-28 13:15:00,4.674456782082008,36.6,17.1613788606428,15,95,227.1874999816093,497.8231803786336,16,5.0,546,2021-07-28 13:15:00,2021-07-28 13:15:00,29.723125000188123,-93.01676925290718,,2021-07-28,339,0 days 00:30:00,29,5,False,False,,,,Free
2021-07-28 13:15:00,12.521420790353456,55.157894,123.13941964605544,15,99,300.3425757692554,313.94238021639865,116,5.0,550,2021-07-28 13:15:00,2021-07-28 13:15:00,28.991574242311547,-94.85557720198358,,2021-07-28,298,0 days 01:00:00,26,5,False,False,,,,Free
2021-07-28 13:15:00,9.962291756762628,58.666668,77.94861340683877,15,103,322.724207367985,159.75658368596638,74,5.0,553,2021-07-28 13:15:00,2021-07-28 13:15:00,28.76775792632421,-96.39743512322764,,2021-07-28,350,0 days 00:30:00,30,4,False,False,,,,Free
2021-07-28 13:15:00,15.063663420931496,90.087814,178.21780402391468,15,107,365.47066157154126,66.92072750366792,164,5.0,557,2021-07-28 13:15:00,2021-07-28 13:15:00,28.340293384288582,-97.32579365852172,,2021-07-28,387,0 days 00:00:00,33,3,False,False,,,,Free
2021-07-28 13:15:00,4.240483289586819,14.769232,14.122792999651365,15,108,358.84881890071244,75.18110236634368,13,5.0,558,2021-07-28 13:15:00,2021-07-28 13:15:00,28.40651181099689,-97.24318991225545,,2021-07-28,388,0 days 00:00:00,34,3,False,False,,,,Free
2021-07-28 13:15:00,8.52735950683914,102.27693,57.11090301864993,15,114,478.5988454891783,86.854855283626,52,5.0,564,2021-07-28 13:15:00,2021-07-28 13:15:00,27.20901154511204,-97.12645238641852,,2021-07-28,361,0 days 00:30:00,31,6,False,False,,,,Free
2021-07-28 13:30:00,2.8297674164764994,9.599999,6.289141477315394,16,119,6.142857142857143,234.42857142857144,7,5.0,567,2021-07-28 13:30:00,2021-07-28 13:30:00,31.933571428575988,-95.6507152671399,,2021-07-28,396,0 days 00:00:00,35,3,False,False,,,,Free
2021-07-28 13:30:00,4.525923739213381,70.4,16.088084742479435,16,130,226.4375127449432,497.8897043786018,15,5.0,577,2021-07-28 13:30:00,2021-07-28 13:30:00,29.730624872554785,-93.01610401292652,,2021-07-28,339,0 days 00:45:00,29,5,False,False,,,,Free
