time,diameter_km,mean_precip,area_km2,frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time.1,timestr,latitude,longitude,area,date,cell,time_cell,cell_parent_track_id,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge,Merge,Split,Both,Free
2024-06-01 11:30:00,1.6663710516935744,105.6,2.180887715437655,46,413,399.0,33.35685886749903,2,5.0,920,2024-06-01 11:30:00,2024-06-01 11:30:00,28.005000000003943,-97.6614323352922,,2024-06-01,701,0 days 00:30:00,21,7,False,False,,,,Free
2024-06-01 11:30:00,2.635179457083904,213.12,5.4539389698907135,46,416,402.1379973143007,26.142802263837687,5,5.0,922,2024-06-01 11:30:00,2024-06-01 11:30:00,27.97362002686093,-97.7335728992673,,2024-06-01,791,0 days 00:00:00,24,6,False,False,,,,Free
2024-06-01 11:30:00,11.325870918272267,43.30435,100.74722591501596,46,423,445.3139046546621,128.6766174801518,92,5.0,926,2024-06-01 11:30:00,2024-06-01 11:30:00,27.54186095345725,-96.70823477640432,,2024-06-01,741,0 days 00:15:00,22,3,False,False,,,,Free
2024-06-01 11:45:00,8.167206065520771,52.310204,52.38861390419172,47,210,195.09550513250545,459.7625744017757,49,5.0,934,2024-06-01 11:45:00,2024-06-01 11:45:00,30.04404494867921,-93.39737530179951,,2024-06-01,800,0 days 00:00:00,26,3,False,False,,,,Free
2024-06-01 11:45:00,5.08833197647044,14.147369,20.33483990489551,47,212,205.4280782552831,280.3820483276899,19,5.0,936,2024-06-01 11:45:00,2024-06-01 11:45:00,29.940719217451417,-95.19118051128044,,2024-06-01,802,0 days 00:00:00,27,4,False,False,,,,Free
2024-06-01 11:45:00,6.396392286373368,10.880002,32.13365030198376,47,215,213.76530612024231,151.85600908304437,30,5.0,939,2024-06-01 11:45:00,2024-06-01 11:45:00,29.85734693880181,-96.47644086699916,,2024-06-01,657,0 days 00:45:00,19,4,False,False,,,,Free
2024-06-01 11:45:00,8.591833206702182,11.911108,57.97777657553433,47,221,237.05929064507657,102.02699839687811,55,5.0,944,2024-06-01 11:45:00,2024-06-01 11:45:00,29.62440709355344,-96.97473095962164,,2024-06-01,759,0 days 00:15:00,23,4,False,False,,,,Free
2024-06-01 11:45:00,1.6655574173398728,9.6,2.1787585234268576,47,258,388.5,147.0,2,5.0,962,2024-06-01 11:45:00,2024-06-01 11:45:00,28.110000000003964,-96.52500095644194,,2024-06-01,821,0 days 00:00:00,28,3,False,False,,,,Free
2024-06-01 11:45:00,4.248868851967225,519.8769,14.178703917786605,47,259,401.0780769071731,26.599276895192496,13,5.0,963,2024-06-01 11:45:00,2024-06-01 11:45:00,27.98421923093221,-97.72900815308418,,2024-06-01,791,0 days 00:15:00,24,6,False,False,,,,Free
2024-06-01 11:45:00,1.6663710516935744,96.0,2.180887715437655,47,260,399.0,33.5,2,5.0,964,2024-06-01 11:45:00,2024-06-01 11:45:00,28.005000000003943,-97.66000092400805,,2024-06-01,701,0 days 00:45:00,21,7,False,False,,,,Free
2024-06-01 11:45:00,15.753013589253325,25.83371,194.9023953656869,47,263,443.4635422443177,129.6547837692517,178,5.0,966,2024-06-01 11:45:00,2024-06-01 11:45:00,27.5603645775607,-96.69845311379282,,2024-06-01,741,0 days 00:30:00,22,3,False,False,,,,Free
2024-06-01 12:00:00,11.840376893439515,80.15534,110.10852243664584,48,372,192.6894458401768,461.6317530320596,103,5.0,982,2024-06-01 12:00:00,2024-06-01 12:00:00,30.068105541602502,-93.37868351603085,,2024-06-01,800,0 days 00:15:00,26,3,False,False,,,,Free
2024-06-01 12:00:00,7.100235109129367,17.643244,39.5945435510326,48,379,204.2090637063748,281.05771699048665,37,5.0,988,2024-06-01 12:00:00,2024-06-01 12:00:00,29.952909362940503,-95.18442382484557,,2024-06-01,802,0 days 00:15:00,27,4,False,False,,,,Free
2024-06-01 12:00:00,3.332703422190555,354.0,8.723348364577308,48,459,398.6322349623972,23.426074500955416,8,5.0,1030,2024-06-01 12:00:00,2024-06-01 12:00:00,28.008677650379976,-97.76074017611978,,2024-06-01,878,0 days 00:00:00,29,6,False,False,,,,Free
2024-06-01 12:00:00,2.635155024919278,552.96,5.453837837562373,48,460,401.97000125755415,25.96154824784094,10,5.0,1031,2024-06-01 12:00:00,2024-06-01 12:00:00,27.9752999874284,-97.73538543937548,,2024-06-01,791,0 days 00:30:00,24,6,False,False,,,,Free
2024-06-01 12:00:00,2.356659216851695,935.99994,4.361977828396194,48,461,399.35821698274106,33.50515574995607,4,5.0,1032,2024-06-01 12:00:00,2024-06-01 12:00:00,28.001417830176536,-97.65994936650998,,2024-06-01,701,0 days 01:00:00,21,7,False,False,,,,Free
2024-06-01 12:15:00,13.50347219881642,26.077614,143.21245532955544,49,378,190.47480472449664,465.902558379413,151,5.0,1051,2024-06-01 12:15:00,2024-06-01 12:15:00,30.090251952759303,-93.33597546377774,,2024-06-01,800,0 days 00:30:00,26,3,False,False,,,,Free
2024-06-01 12:15:00,10.44006875704107,22.080002,85.60450082031998,49,389,204.0997811821855,283.9113056200088,81,5.0,1059,2024-06-01 12:15:00,2024-06-01 12:15:00,29.9540021881824,-95.15588793936575,,2024-06-01,802,0 days 00:30:00,27,4,False,False,,,,Free
2024-06-01 12:15:00,12.756059144083263,63.48908,127.79766820798504,49,413,239.27471918068008,103.42311349458642,186,5.0,1075,2024-06-01 12:15:00,2024-06-01 12:15:00,29.602252808197395,-96.96076980904348,,2024-06-01,759,0 days 00:45:00,23,4,False,False,,,,Free
2024-06-01 12:15:00,4.711154687620724,21.0,17.431895343234363,49,476,389.9671874950174,148.89218749427238,16,5.0,1107,2024-06-01 12:15:00,2024-06-01 12:15:00,28.095328125053783,-96.50607908203996,,2024-06-01,821,0 days 00:30:00,28,3,False,False,,,,Free
2024-06-01 12:15:00,2.0408162430194694,880.0,3.2711291092034207,49,479,398.4561481322316,23.94918523417629,6,5.0,1108,2024-06-01 12:15:00,2024-06-01 12:15:00,28.01043851868163,-97.75550906893704,,2024-06-01,878,0 days 00:15:00,29,6,False,False,,,,Free
2024-06-01 12:15:00,2.356659216851695,931.19995,4.361977828396194,49,480,399.6088317847936,33.616605480765465,4,5.0,1109,2024-06-01 12:15:00,2024-06-01 12:15:00,27.99891168215601,-97.65883486923371,,2024-06-01,701,0 days 01:15:00,21,7,False,False,,,,Free
2024-06-01 12:30:00,2.02156277413142,9.6,3.209699279803605,50,365,202.75,287.5,4,5.0,1133,2024-06-01 12:30:00,2024-06-01 12:30:00,29.967500000004254,-95.12000099659132,,2024-06-01,802,0 days 00:45:00,27,4,False,False,,,,Free
2024-06-01 12:30:00,18.03876126577157,22.547901,255.56613392115787,50,378,236.99556112122937,103.77409197693208,241,5.0,1140,2024-06-01 12:30:00,2024-06-01 12:30:00,29.625044388791903,-96.95726002432036,,2024-06-01,759,0 days 01:00:00,23,4,False,False,,,,Free
2024-06-01 12:30:00,4.678909866211724,16.800001,17.194091737613327,50,379,246.6260593209637,56.90042372838549,16,5.0,1141,2024-06-01 12:30:00,2024-06-01 12:30:00,29.528739406794543,-97.42599669341116,,2024-06-01,969,0 days 00:00:00,30,4,False,False,,,,Free
2024-06-01 12:30:00,4.561578936409878,17.28,16.342566863509095,50,429,390.0043431009805,148.90010857390035,15,5.0,1169,2024-06-01 12:30:00,2024-06-01 12:30:00,28.09495656899416,-96.50599987124592,,2024-06-01,821,0 days 00:45:00,28,3,False,False,,,,Free
2024-06-01 12:30:00,3.726118930296805,642.24,10.90443847752475,50,431,398.8357918438448,23.25892913403469,10,5.0,1171,2024-06-01 12:30:00,2024-06-01 12:30:00,28.0066420815655,-97.76241162974122,,2024-06-01,878,0 days 00:30:00,29,6,False,False,,,,Free
2024-06-01 12:30:00,2.040910966491107,345.6,3.27143277191415,50,432,399.5845018681951,33.840590409820514,4,5.0,1172,2024-06-01 12:30:00,2024-06-01 12:30:00,27.999154981322,-97.65659502000722,,2024-06-01,701,0 days 01:30:00,21,7,False,False,,,,Free
2024-06-01 12:30:00,2.0411949240421707,224.0,3.272343162104788,50,433,402.45996957717966,25.671537309295328,3,5.0,1173,2024-06-01 12:30:00,2024-06-01 12:30:00,27.970400304232143,-97.73828554867804,,2024-06-01,791,0 days 01:00:00,24,6,False,False,,,,Free
